City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
352,zeya,53.75,127.2667,10.99,59,7,2.14,RU,1694654067
353,borgarnes,64.5383,-21.9206,8.03,77,100,2.51,IS,1694654067
354,kuanda,56.3161,116.0806,8.81,81,100,2.22,RU,1694654068
355,maintirano,-18.0667,44.0167,24.74,81,98,2.32,MG,1694654068
356,newberry,34.2746,-81.6187,24.45,93,90,3.24,US,1694654068
357,nova xavantina,-14.6667,-52.35,29.73,27,0,1.09,BR,1694654068
358,san julian,21.0167,-102.1667,18.87,32,3,3.13,MX,1694654069
359,las varillas,-31.8721,-62.7195,11.29,38,3,3.5,AR,1694654069
360,kokopo,-4.352,152.2633,29.38,66,76,7.08,PG,1694654069
361,guerrero negro,27.9769,-114.0611,23.48,63,0,7.13,MX,1694654069
362,aconibe,1.2968,10.9369,19.76,99,88,1.14,GQ,1694654069
363,huedin,46.8667,23.05,12.23,50,77,2.88,RO,1694654070
364,macau,22.2006,113.5461,28.81,94,40,3.09,MO,1694654070
365,brisas de zicatela,15.8369,-97.0419,29.29,58,100,0.0,MX,1694654070
366,todos santos,23.45,-110.2167,33.5,81,84,2.25,MX,1694654070
367,niquelandia,-14.4739,-48.4597,27.85,28,35,0.77,BR,1694654070
368,nizhneudinsk,54.9076,99.0276,10.85,89,99,0.09,RU,1694654071
369,ocean shores,46.9737,-124.1563,21.27,88,0,4.63,US,1694654060
370,barghat,22.0333,79.7167,22.18,97,100,2.47,IN,1694654071
371,buseresere,-3.0236,31.8747,21.4,63,42,2.38,TZ,1694654072
372,sao vicente,-23.9631,-46.3919,34.04,48,91,2.25,BR,1694654072
373,les cayes,18.2,-73.75,27.49,77,100,1.21,HT,1694654072
374,las tablas,7.7667,-80.2833,26.76,99,100,0.81,PA,1694654072
375,oleiros,43.3333,-8.3167,18.2,90,0,0.89,ES,1694654072
376,belyayevka,51.3974,56.4096,12.19,63,87,1.51,RU,1694654073
377,saint-joseph,-21.3667,55.6167,19.21,82,28,4.12,RE,1694654073
378,bardai,11.65,7.2333,22.82,86,100,3.07,NG,1694654073
379,suwayr,30.1171,40.3893,25.52,36,0,3.93,SA,1694654073
380,lagos,6.5833,3.75,23.69,95,100,1.41,NG,1694653512
381,dwarka,22.2394,68.9678,27.74,76,100,4.82,IN,1694654074
382,pervomayskoye,43.919,46.7102,15.76,91,49,2.24,RU,1694654074
383,avarua,-21.2078,-159.775,25.03,69,40,7.2,CK,1694654074
384,chinde,26.8418,88.0763,19.96,87,24,1.48,NP,1694654074
385,kirensk,57.7853,108.1119,7.61,81,35,0.79,RU,1694654075
386,nikolayevsk-on-amure,53.1406,140.73,14.41,41,0,5.53,RU,1694654075
387,moletai,55.2333,25.4167,17.57,64,100,4.04,LT,1694654075
388,puerto madryn,-42.7692,-65.0385,13.75,41,100,6.54,AR,1694653943
389,hojai,26.0,92.8667,25.98,92,100,1.55,IN,1694654075
390,luderitz,-26.6481,15.1594,11.81,86,0,6.47,NA,1694654076
391,berezovyy,51.6667,135.7,15.9,41,57,3.54,RU,1694654076
392,plouzane,48.3833,-4.6167,13.03,96,100,1.54,FR,1694654076
393,sedhiou,12.7081,-15.5569,24.64,97,100,2.0,SN,1694654076
394,stocksbridge,53.4825,-1.5937,14.4,68,100,4.89,GB,1694654077
395,saint-philippe,-21.3585,55.7679,19.77,83,53,3.87,RE,1694654077
396,arsta,59.2978,18.0514,11.03,91,6,2.06,SE,1694654077
397,selfoss,63.9331,-20.9971,7.25,80,100,4.17,IS,1694654077
398,san fernando,15.0286,120.6898,28.97,74,93,1.21,PH,1694653882
399,naberera,-4.2,36.9333,14.54,85,12,4.93,TZ,1694654078
400,sabang,5.8933,95.3214,28.11,78,100,4.22,ID,1694653551
401,port augusta,-32.5,137.7667,26.66,17,100,11.52,AU,1694654078
402,carutapera,-1.195,-46.02,26.06,82,8,3.9,BR,1694654078
403,lauro de freitas,-12.8944,-38.3272,25.01,73,20,3.6,BR,1694654079
404,sirjan,29.452,55.6814,24.72,19,0,2.78,IR,1694654079
405,union,40.6334,-74.2663,25.5,79,1,0.89,US,1694654079
406,cidreira,-30.1811,-50.2056,15.28,93,100,6.32,BR,1694654079
407,ugoofaaru,5.6667,73.0,28.11,76,100,5.19,MV,1694654079
408,lamu,-2.2717,40.902,24.12,87,78,6.54,KE,1694654080
409,shalqar,47.8333,59.6,14.05,64,44,1.64,KZ,1694654080
410,dar chioukh,34.8964,3.4854,21.16,63,100,3.84,DZ,1694654080
411,traralgon,-38.1833,146.5333,25.74,25,79,0.19,AU,1694654080
412,bomadi,5.1593,5.9252,23.44,96,100,1.6,NG,1694654080
413,krasnyy chikoy,50.3643,108.7512,12.69,92,100,1.56,RU,1694654081
414,wriezen,52.7209,14.1343,14.24,92,17,3.58,DE,1694654081
415,alofi,-19.0595,-169.9187,26.94,61,40,5.66,NU,1694654081
416,la carlota,10.4233,122.9208,27.96,80,99,3.49,PH,1694654081
417,khash,28.2211,61.2158,22.86,18,11,1.99,IR,1694654082
418,ayas,40.0193,32.3322,13.37,40,0,2.3,TR,1694654082
419,kish,26.5578,54.0194,31.48,82,97,2.48,IR,1694654082
420,silute,55.3489,21.4831,16.67,97,100,5.25,LT,1694654082
421,ribeira brava,32.65,-17.0667,23.35,73,13,1.84,PT,1694654083
422,trinidad,-14.8333,-64.9,22.55,92,32,2.98,BO,1694654083
423,tazacorte,28.629,-17.9293,22.54,73,40,4.63,ES,1694654083
424,betare oya,5.6,14.0833,19.14,99,100,1.04,CM,1694654083
425,cromwell,41.5951,-72.6454,21.49,97,20,0.0,US,1694654083
426,vila do maio,15.1333,-23.2167,26.44,80,93,3.28,CV,1694654084
427,corinto,37.9407,22.9573,22.81,52,4,2.17,GR,1694654084
428,san luis ixcan,15.7872,-91.095,23.78,98,100,1.43,GT,1694654084
429,waddan,29.1614,16.139,22.32,55,0,4.34,LY,1694654084
430,suoyarvi,62.0833,32.35,14.16,98,100,2.79,RU,1694654084
431,santa ana,33.7456,-117.8678,28.69,68,0,4.63,US,1694653560
432,morondava,-20.2833,44.2833,21.93,83,2,4.02,MG,1694653825
433,dubbo,-32.25,148.6167,23.07,33,0,2.06,AU,1694654085
434,kotido,2.9806,34.1331,20.76,73,61,1.06,UG,1694654085
435,dera bugti,29.0307,69.151,28.65,50,5,1.37,PK,1694654086
436,fort st. john,56.2499,-120.8529,16.94,29,40,7.72,CA,1694654030
437,irymple,-34.25,142.1667,26.72,34,100,6.93,AU,1694654086
438,slupca,52.2873,17.8719,16.22,82,92,4.73,PL,1694654086
439,muisne,0.6,-80.0333,25.28,83,100,3.49,EC,1694654086
440,dzhankoy,45.7167,34.4,15.69,79,5,3.28,UA,1694654087
441,chernyshevskiy,63.0128,112.4714,3.24,67,99,4.29,RU,1694654087
442,hamilton,39.1834,-84.5333,18.87,65,0,1.54,US,1694653936
443,sirte,31.2089,16.5887,23.8,66,0,4.15,LY,1694654087
444,osorno,-40.5667,-73.15,10.17,87,100,6.17,CL,1694654087
445,imperia,43.9667,7.7833,18.25,98,3,2.62,IT,1694654088
446,poronaysk,49.2167,143.1167,18.28,52,100,3.12,RU,1694654088
447,alesund,62.4723,6.1549,9.31,96,25,3.6,NO,1694654088
448,kidal,18.4411,1.4078,33.69,27,51,2.1,ML,1694654088
449,abashiri,44.0213,144.2697,21.16,83,75,2.06,JP,1694654089
450,cockburn town,21.4612,-71.1419,29.22,76,40,5.94,TC,1694654089
451,cooper's town,26.8667,-77.5167,28.59,73,0,7.32,BS,1694654089
452,hasaki,35.7333,140.8333,31.22,76,37,3.34,JP,1694654089
453,taltal,-25.4,-70.4833,18.45,52,0,2.47,CL,1694654090
454,opuwo,-18.0607,13.84,18.97,26,0,1.17,NA,1694654090
455,muhos,64.808,25.9931,4.88,90,100,0.51,FI,1694654090
456,dzuunmod,48.2199,97.3744,7.97,75,94,1.5,MN,1694654090
457,weno,7.4515,151.8468,29.1,72,82,4.81,FM,1694654090
458,copiapo,-27.3667,-70.3333,17.49,37,1,0.57,CL,1694653876
459,prince george,53.9166,-122.753,19.03,38,0,4.12,CA,1694654090
460,ajdabiya,30.7554,20.2263,22.38,66,0,3.94,LY,1694654091
461,burrel,41.6103,20.0089,14.17,43,80,1.75,AL,1694654091
462,ust'-uda,54.1742,103.0304,12.24,71,43,1.45,RU,1694654092
463,baise city,23.8997,106.6133,21.83,99,100,1.02,CN,1694654052
464,medeiros neto,-17.3739,-40.2206,20.72,89,0,5.0,BR,1694654092
465,port hedland,-20.3167,118.5667,27.03,61,0,3.6,AU,1694654092
466,xilin hot,43.9667,116.0333,20.99,40,99,4.47,CN,1694654092
467,keban,38.7978,38.7336,15.87,48,0,2.13,TR,1694654093
468,richards bay,-28.783,32.0377,16.89,70,0,8.29,ZA,1694653889
469,kudahuvadhoo,2.6708,72.8944,27.65,78,99,4.17,MV,1694654093
470,gorontalo,0.5412,123.0595,29.14,64,100,3.57,ID,1694654093
471,psyzh,44.2331,42.0183,9.51,71,6,2.79,RU,1694654093
472,chonchi,-42.6128,-73.8092,10.62,97,100,3.99,CL,1694654094
473,priargunsk,50.3691,119.1012,13.12,42,100,3.27,RU,1694654094
474,dadukou,26.5479,101.7054,19.5,87,14,0.06,CN,1694654094
475,kittila,67.6647,24.8936,3.12,93,0,1.54,FI,1694654094
476,kerikeri,-35.2268,173.9474,19.39,67,3,1.34,NZ,1694654095
477,hobyo,5.3505,48.5268,24.96,85,54,10.19,SO,1694654095
478,porbandar,21.6422,69.6093,27.42,81,86,4.92,IN,1694654044
479,lazaro cardenas,17.9583,-102.2,29.14,80,17,4.03,MX,1694654095
480,vilyuchinsk,52.9306,158.4028,21.15,82,100,3.38,RU,1694654095
481,mandalgovi,45.7625,106.2708,16.47,42,100,3.35,MN,1694654096
482,talcahuano,-36.7167,-73.1167,10.82,100,100,11.32,CL,1694654096
483,yeongdong,36.175,127.7764,21.32,96,100,0.15,KR,1694654055
484,sampit,-2.5333,112.95,27.61,71,100,2.15,ID,1694654096
485,birao,10.2849,22.7882,20.47,95,92,1.54,CF,1694654097
486,sechura,-5.5569,-80.8222,19.95,77,3,7.64,PE,1694654097
487,celestun,20.8667,-90.4,28.82,74,21,6.39,MX,1694654097
488,vorkuta,67.5,64.0,8.59,88,34,6.29,RU,1694654097
489,dazhong,33.1997,120.4578,23.38,85,100,5.11,CN,1694654098
490,le port,-20.9373,55.2919,20.98,78,12,2.98,RE,1694654098
491,ust-tsilma,65.441,52.1498,12.3,81,100,3.99,RU,1694654098
492,kollam,8.8833,76.6,25.01,88,100,1.19,IN,1694654098
493,arrifes,37.7667,-25.7,22.73,88,40,2.06,PT,1694654098
494,atar,20.5169,-13.0499,36.17,22,98,4.45,MR,1694654099
495,maceio,-9.6658,-35.7353,22.69,100,75,1.54,BR,1694654013
496,lospalos,-8.5186,127.0025,25.1,67,82,5.56,TL,1694654099
497,ixtapa,20.7,-105.2,27.57,89,100,2.06,MX,1694654099
498,aitape,-3.1374,142.3475,28.94,72,95,1.02,PG,1694654099
499,pisco,-13.7,-76.2167,19.45,82,75,6.69,PE,1694654100
500,midland,31.9974,-102.0779,25.37,79,0,5.66,US,1694653851
501,baikunthpur,23.25,82.55,24.2,90,100,1.27,IN,1694654100
502,alghero,40.5589,8.3181,19.05,100,0,1.54,IT,1694654100
503,norfolk,42.1668,-71.2495,21.08,95,100,0.0,US,1694654026
504,zhangzhou,24.5133,117.6556,29.96,82,100,0.26,CN,1694654101
505,sol'-iletsk,51.1631,54.9918,14.45,60,100,2.82,RU,1694654101
506,wuwei,37.9281,102.6414,23.77,21,91,1.33,CN,1694654102
507,paonta sahib,30.45,77.6167,25.52,83,29,1.32,IN,1694654102
508,harstad,68.799,16.5293,5.64,91,93,8.05,NO,1694654102
509,as sulayyil,20.4607,45.5779,29.14,16,0,1.19,SA,1694654102
510,hwacheon,38.1061,127.7067,24.86,85,97,1.71,KR,1694654103
511,carahue,-38.7,-73.1667,9.5,93,100,5.49,CL,1694654103
512,lieksa,63.3167,30.0167,10.83,85,100,3.91,FI,1694654103
513,fort madison,40.6298,-91.3151,19.27,72,17,1.54,US,1694654104
514,yaren,-0.5472,166.916,28.41,69,10,0.62,NR,1694654104
515,tralee,52.2704,-9.7026,13.96,96,100,1.95,IE,1694654104
516,tateyama,34.9833,139.8667,27.32,79,6,3.59,JP,1694654031
517,aral,40.5156,81.2636,21.54,30,0,6.12,CN,1694654105
518,kindu,-2.95,25.95,20.97,97,100,1.03,CD,1694654105
519,ribas do rio pardo,-20.4431,-53.7592,21.39,85,100,6.55,BR,1694654105
520,cozumel,20.5083,-86.9458,30.04,86,75,3.13,MX,1694653918
521,pilar,-9.5972,-35.9567,21.96,94,18,0.93,BR,1694654106
522,cuero,29.0939,-97.2892,32.47,62,95,1.79,US,1694653672
523,tacoronte,28.4769,-16.4102,21.2,89,75,5.36,ES,1694654106
524,yinchuan,38.4681,106.2731,22.46,51,100,3.78,CN,1694654106
525,suntar,62.1444,117.6319,3.0,92,100,5.02,RU,1694654107
526,palapye,-22.546,27.1251,13.55,74,96,5.24,BW,1694654107
527,mana,5.6592,-53.7767,25.97,83,13,4.85,GF,1694654107
528,araguaina,-7.1911,-48.2072,29.77,26,9,1.23,BR,1694654107
529,vila franca do campo,37.7167,-25.4333,23.82,99,43,2.35,PT,1694654108
530,dawei,14.0833,98.2,23.84,97,100,1.44,MM,1694654108
531,ebaye,8.7748,167.7392,31.01,70,0,3.09,MH,1694654108
532,mogocha,53.7333,119.7667,10.6,48,94,2.37,RU,1694654108
533,hammerfest,70.6634,23.6821,6.25,81,100,6.17,NO,1694654109
534,ilhabela,-23.7781,-45.3581,25.17,58,2,2.64,BR,1694654109
535,leninskoye,41.7589,69.3864,15.09,36,0,1.33,KZ,1694654109
536,kavieng,-2.5744,150.7967,27.45,81,100,4.0,PG,1694654110
537,minab,27.1467,57.0801,31.33,62,34,1.42,IR,1694654110
538,bouarfa,32.53,-1.95,22.41,45,100,2.91,MA,1694654110
539,bacalar,18.6667,-88.3833,26.69,87,96,2.43,MX,1694654110
540,manggar,-2.8833,108.2667,28.45,70,38,6.88,ID,1694654110
541,totness,5.8833,-56.3167,26.27,83,30,5.21,SR,1694654111
542,uttarkashi,30.7333,78.45,22.28,90,42,1.15,IN,1694654111
543,kourou,5.1552,-52.6478,26.03,80,8,4.23,GF,1694654111
544,mata-utu,-13.2816,-176.1745,27.62,78,85,7.01,WF,1694654111
545,geraldton,-28.7667,114.6,20.23,60,75,3.6,AU,1694654044
546,carolina beach,34.0352,-77.8936,26.68,86,100,1.18,US,1694653930
547,bandarbeyla,9.4942,50.8122,25.96,75,83,11.2,SO,1694654112
548,pointe-noire,-4.7761,11.8635,22.44,89,4,1.14,CG,1694654112
549,eldorado at santa fe,35.5264,-105.9347,18.13,69,0,3.09,US,1694654112
550,villa independencia,-31.4559,-64.5132,9.5,33,4,1.46,AR,1694654113
551,carauari,-4.8828,-66.8958,25.95,72,0,1.19,BR,1694654113
552,ziro,27.6333,93.8333,17.41,91,7,0.7,IN,1694654113
553,sierra grande,-41.606,-65.3557,13.49,31,100,7.95,AR,1694654113
554,hithadhoo,-0.6,73.0833,28.03,76,96,6.3,MV,1694654114
555,shamakhi,40.6314,48.6414,13.63,76,24,2.16,AZ,1694654114
556,mossel bay,-34.1831,22.146,10.96,81,37,4.08,ZA,1694654105
557,manay,7.215,126.5397,28.38,74,100,1.71,PH,1694654114
558,emerald,-23.5333,148.1667,23.49,37,0,3.33,AU,1694653842
559,champerico,14.3,-91.9167,24.98,88,100,6.32,GT,1694654115
560,hun,29.1268,15.9477,22.34,54,0,3.29,LY,1694654115
561,standerton,-26.9337,29.2415,8.67,80,0,2.79,ZA,1694654115
562,sitangkai,4.6628,119.3928,27.26,73,100,3.34,PH,1694654116
563,skowhegan,44.7651,-69.7192,21.31,98,100,1.33,US,1694654116
564,oamaru,-45.0784,170.9801,17.36,47,6,6.32,NZ,1694654116
565,muroran,42.3172,140.9881,21.06,90,100,1.2,JP,1694654116
566,forbes,-33.3833,148.0167,27.18,29,3,1.51,AU,1694654116
567,oranjemund,-28.55,16.4333,11.01,93,3,1.59,NA,1694654117
568,rumuruti,0.267,36.5389,14.19,87,43,4.71,KE,1694654117
569,mejit,10.2753,170.8646,28.68,76,37,6.16,MH,1694654117
570,vigo,42.2328,-8.7226,21.4,76,0,0.51,ES,1694653547
571,ola,59.5833,151.2833,8.97,92,100,5.17,RU,1694654118
572,isangel,-19.55,169.2667,24.06,73,100,4.12,VU,1694654118
573,cannonvale,-20.2833,148.7,22.66,56,25,8.48,AU,1694654118
574,nantucket,41.2835,-70.0995,23.08,100,100,1.54,US,1694653848
575,bauchi,10.5,10.0,23.17,83,100,1.8,NG,1694654118
576,reyes,-14.3167,-67.3833,27.2,57,78,0.52,BO,1694654119
577,nabire,-3.3667,135.4833,24.74,92,100,0.87,ID,1694654119
578,golyshmanovo,56.3979,68.3728,8.78,88,90,1.6,RU,1694654119
579,brainerd,46.358,-94.2008,16.14,66,0,2.06,US,1694654119
580,arafat,21.3594,39.9664,30.8,34,8,2.41,SA,1694654119
581,hurricane,37.1753,-113.2899,27.26,51,85,0.89,US,1694654120
582,puerto deseado,-47.7503,-65.8938,8.87,60,33,8.28,AR,1694653562
583,sorsk,54.0033,90.2467,9.87,80,11,0.71,RU,1694654120
584,la sarre,48.8002,-79.1996,7.3,96,100,4.61,CA,1694653970
585,antofagasta,-23.65,-70.4,15.6,69,6,2.44,CL,1694653564
586,taksimo,56.3444,114.8794,9.27,81,98,1.8,RU,1694654121
587,cole harbour,44.6724,-63.4751,20.1,98,100,5.14,CA,1694654121
588,siwa oasis,29.2041,25.5195,25.33,52,0,3.87,EG,1694654121
589,inhambane,-23.865,35.3833,17.16,74,0,2.02,MZ,1694654121
590,chos malal,-37.3781,-70.2709,6.63,53,100,5.83,AR,1694654122
591,refahiye,39.9008,38.7667,5.74,90,0,1.54,TR,1694654122
592,ghat,24.9647,10.1728,27.12,20,0,1.48,LY,1694654122
593,krasnobrodskiy,54.1581,86.4486,9.97,83,97,1.14,RU,1694654122
